emp_no,first_name,last_name,title,from_date,to_date
230605,Thanasis,Dratva,Staff,1985-03-11,1990-03-11
230616,Paloma,Pluym,Engineer,1985-08-28,1990-08-28
230616,Paloma,Pluym,Senior Engineer,1990-08-28,9999-01-01
230644,Tiina,Sooriamurthi,Staff,1994-12-04,9999-01-01
230649,Lidong,Hennebert,Senior Staff,1989-11-08,9999-01-01
230659,Utz,Trachtenberg,Assistant Engineer,1996-08-29,2001-08-29
230659,Utz,Trachtenberg,Engineer,2001-08-29,9999-01-01
230668,Kamran,Matzat,Staff,1996-03-18,1997-02-15
230676,Yefim,Krzyzanowski,Engineer,1999-06-20,2000-05-08
230698,Vishu,Staelin,Senior Staff,2001-12-18,9999-01-01
230698,Vishu,Staelin,Staff,1994-12-18,2001-12-18
230707,Tesuro,Verhoeff,Engineer,1993-12-09,2001-12-09
230707,Tesuro,Verhoeff,Senior Engineer,2001-12-09,9999-01-01
230714,Maha,Suessmith,Senior Staff,1998-05-02,9999-01-01
230714,Maha,Suessmith,Staff,1993-05-02,1998-05-02
230723,Shimshon,Portugali,Senior Staff,1993-05-21,9999-01-01
230723,Shimshon,Portugali,Staff,1986-05-21,1993-05-21
230728,Mariangiola,Mansanne,Assistant Engineer,1996-08-13,9999-01-01
230730,Djelloul,Furedi,Senior Staff,1997-05-10,2000-11-30
230730,Djelloul,Furedi,Staff,1990-05-10,1997-05-10
230737,Hsiangchu,Hagimont,Engineer,1985-07-15,1992-07-15
230737,Hsiangchu,Hagimont,Senior Engineer,1992-07-15,9999-01-01
230739,Tze,Kalorkoti,Assistant Engineer,1992-11-14,2000-11-14
230739,Tze,Kalorkoti,Engineer,2000-11-14,9999-01-01
230750,Magy,Vigier,Senior Staff,1994-12-12,9999-01-01
230750,Magy,Vigier,Staff,1987-12-12,1994-12-12
230768,Kerryn,Luit,Technique Leader,1985-07-11,1993-08-20
230795,Remko,Picaronny,Technique Leader,1993-09-15,1999-11-21
230801,Giao,Engberts,Senior Staff,1995-10-23,9999-01-01
230801,Giao,Engberts,Staff,1988-10-22,1995-10-23
230807,Faiza,Mitzlaff,Senior Staff,1998-01-13,9999-01-01
230807,Faiza,Mitzlaff,Staff,1991-01-13,1998-01-13
230848,Michaela,Oxenboll,Senior Engineer,1986-02-06,9999-01-01
230851,Bernd,Henders,Engineer,1993-03-15,1999-03-15
230851,Bernd,Henders,Senior Engineer,1999-03-15,9999-01-01
230859,Jaques,Cichocki,Senior Engineer,1985-10-07,9999-01-01
230874,Kazuhiro,Marshall,Senior Staff,1995-08-23,9999-01-01
230883,Pradeep,Kawashima,Senior Staff,1988-10-20,9999-01-01
230885,Gila,Zhiwei,Engineer,1986-07-02,1995-07-02
230885,Gila,Zhiwei,Senior Engineer,1995-07-02,9999-01-01
230916,Lena,Bale,Senior Staff,1997-10-30,9999-01-01
230921,Yongqiao,Gruenwald,Engineer,1998-07-08,9999-01-01
230931,Petter,Hoppenstand,Engineer,1997-03-05,9999-01-01
230936,Ravishankar,Foong,Engineer,1997-11-28,1998-06-29
230946,Tamiya,Taubenfeld,Senior Staff,1996-05-18,9999-01-01
230946,Tamiya,Taubenfeld,Staff,1988-05-18,1996-05-18
230953,Mana,Murrill,Engineer,1994-06-03,2001-06-03
230953,Mana,Murrill,Senior Engineer,2001-06-03,2002-04-03
230958,Krisda,Bade,Engineer,1986-12-09,1992-12-08
230958,Krisda,Bade,Senior Engineer,1992-12-08,9999-01-01
230984,Odinaldo,Itzigehl,Senior Engineer,1985-10-31,9999-01-01
231000,Surveyors,Krzyzanowski,Senior Staff,1997-02-08,9999-01-01
231000,Surveyors,Krzyzanowski,Staff,1991-02-09,1997-02-08
231006,Gill,Delgrossi,Senior Staff,1993-12-13,9999-01-01
231006,Gill,Delgrossi,Staff,1986-12-13,1993-12-13
231009,Shigenori,Furudate,Engineer,1997-12-09,1998-05-10
231012,Dines,Luiz,Senior Staff,1999-12-01,9999-01-01
231012,Dines,Luiz,Staff,1992-12-01,1999-12-01
231024,Marit,Wendorf,Staff,1995-08-18,9999-01-01
231037,Mostafa,Vieth,Senior Staff,1990-12-17,9999-01-01
231040,Heekeun,Liesche,Staff,1998-03-11,9999-01-01
231042,Luigi,Christ,Staff,1998-09-26,2001-04-25
231050,Shim,Narwekar,Senior Engineer,1996-12-17,9999-01-01
231051,Bodh,Parfitt,Senior Staff,2002-04-18,9999-01-01
231051,Bodh,Parfitt,Staff,1995-04-18,2002-04-18
231084,Ennio,Perly,Staff,1999-03-04,9999-01-01
231099,Fumiko,Vrecion,Senior Staff,1998-10-28,9999-01-01
231099,Fumiko,Vrecion,Staff,1991-10-28,1998-10-28
231109,Adamantios,Vickson,Assistant Engineer,1993-01-28,1997-07-25
231110,Kiyomitsu,Sidou,Senior Staff,2000-09-25,9999-01-01
231110,Kiyomitsu,Sidou,Staff,1991-09-26,2000-09-25
231122,Jeane,Baik,Senior Engineer,1986-11-01,9999-01-01
231131,Aimee,Rajaraman,Engineer,1996-03-26,9999-01-01
231144,Pradeep,Simmen,Senior Staff,1992-04-24,9999-01-01
231146,Kazuhira,Ebeling,Engineer,1997-05-29,2002-05-29
231146,Kazuhira,Ebeling,Senior Engineer,2002-05-29,9999-01-01
231163,Emran,Dechter,Senior Staff,1995-02-01,9999-01-01
231163,Emran,Dechter,Staff,1988-02-01,1995-02-01
231178,Gennady,Highland,Senior Staff,1991-09-27,9999-01-01
231178,Gennady,Highland,Staff,1985-09-27,1991-09-27
231185,Shimshon,Uludag,Senior Staff,2001-01-02,9999-01-01
231185,Shimshon,Uludag,Staff,1995-01-03,2001-01-02
231215,Jovan,Bierbaum,Senior Staff,2001-05-21,9999-01-01
231215,Jovan,Bierbaum,Staff,1996-05-21,2001-05-21
231234,Xuedong,Borovoy,Senior Engineer,1995-07-05,9999-01-01
231236,Guadalupe,Iisaka,Engineer,1988-12-04,1994-12-04
231236,Guadalupe,Iisaka,Senior Engineer,1994-12-04,9999-01-01
231244,Percy,Cummings,Engineer,1994-12-31,9999-01-01
231261,Rosalie,Koyama,Engineer,1988-02-15,1995-07-05
231278,LiMin,Papadias,Engineer,1986-02-19,1995-02-19
231278,LiMin,Papadias,Senior Engineer,1995-02-19,1999-08-03
231284,Luigi,Antonakopoulos,Staff,1998-04-27,9999-01-01
231302,Prasadram,Navazio,Senior Staff,1995-07-04,2000-08-04
231307,Thanasis,Claffy,Staff,1997-05-15,2001-02-25
231329,Kinh,Onuegbe,Assistant Engineer,1998-03-24,9999-01-01
231341,Kazuhide,Keirsey,Staff,1997-05-18,1997-10-24
231347,Kiam,Thimonier,Senior Engineer,1994-09-09,9999-01-01
231372,Khatoun,Koblick,Staff,1997-08-20,9999-01-01
231417,Arfst,Breugel,Engineer,1990-04-10,1998-04-10
231417,Arfst,Breugel,Senior Engineer,1998-04-10,9999-01-01
231461,Aiichiro,Sidje,Engineer,1995-03-04,1996-09-14
231478,Sumant,Suppi,Engineer,1986-10-18,1991-01-23
231499,Inderjeet,Perly,Staff,1995-01-23,9999-01-01
231516,Jinya,Farrag,Senior Staff,1996-05-18,9999-01-01
231549,Yahiko,Renear,Engineer,1989-12-10,1995-12-10
231549,Yahiko,Renear,Senior Engineer,1995-12-10,9999-01-01
231557,Janche,Griswold,Engineer,1985-04-26,1993-04-26
231557,Janche,Griswold,Senior Engineer,1993-04-26,9999-01-01
231563,Khosrow,Rijckaert,Staff,1999-01-30,9999-01-01
231567,Ravishankar,Ohori,Engineer,1995-07-28,2001-07-27
231567,Ravishankar,Ohori,Senior Engineer,2001-07-27,9999-01-01
231571,Lena,Broomell,Senior Staff,1995-08-01,9999-01-01
231571,Lena,Broomell,Staff,1986-08-01,1995-08-01
231578,Taiji,Barvinok,Staff,1996-12-20,9999-01-01
231588,Insup,Biron,Engineer,1996-02-24,9999-01-01
231610,Shakhar,Mattern,Senior Staff,1985-05-14,1995-10-04
231639,Boriana,Kropp,Senior Engineer,1990-10-03,9999-01-01
231665,Gita,Cullers,Senior Engineer,1994-04-04,9999-01-01
231667,Rimon,Porenta,Senior Staff,1998-09-20,9999-01-01
231667,Rimon,Porenta,Staff,1993-09-20,1998-09-20
231699,Subhankar,Murtha,Senior Staff,1999-07-24,9999-01-01
231699,Subhankar,Murtha,Staff,1992-07-23,1999-07-24
231717,Bedir,Puoti,Assistant Engineer,1986-07-12,1994-07-12
231717,Bedir,Puoti,Engineer,1994-07-12,2000-01-18
231746,Jaber,Gist,Staff,1997-09-12,9999-01-01
231751,Van,Lunn,Senior Staff,1992-11-25,9999-01-01
231839,Sudhanshu,Gecsei,Engineer,1991-02-11,1993-01-02
231856,Suzette,Remmele,Engineer,1995-11-09,9999-01-01
231857,Breannda,Erev,Staff,2000-01-08,9999-01-01
231905,Hugo,Comellas,Engineer,1992-10-10,2001-10-10
231905,Hugo,Comellas,Senior Engineer,2001-10-10,9999-01-01
231909,Torsten,Nicolson,Staff,1995-01-01,1996-03-29
231918,Ger,Naumovich,Engineer,1986-10-10,1991-10-10
231918,Ger,Naumovich,Senior Engineer,1991-10-10,9999-01-01
231919,Sanjit,Lamma,Engineer,1987-05-13,1993-05-12
231919,Sanjit,Lamma,Senior Engineer,1993-05-12,9999-01-01
231959,Adib,Hatcliff,Senior Staff,2001-05-06,9999-01-01
231959,Adib,Hatcliff,Staff,1995-05-07,2001-05-06
231968,Elrique,Mapelli,Engineer,1985-06-18,1994-06-18
231968,Elrique,Mapelli,Senior Engineer,1994-06-18,9999-01-01
231981,Ekawit,Zedlitz,Engineer,1994-05-20,1999-05-20
231981,Ekawit,Zedlitz,Senior Engineer,1999-05-20,9999-01-01
231994,Hideyuki,Hagimont,Engineer,1988-01-08,1993-01-07
231994,Hideyuki,Hagimont,Senior Engineer,1993-01-07,9999-01-01
231996,Aleksander,Peng,Senior Engineer,1993-02-20,9999-01-01
232010,Neelam,Farris,Engineer,1997-01-10,2002-01-10
232010,Neelam,Farris,Senior Engineer,2002-01-10,9999-01-01
232031,Zvonko,Alpay,Engineer,1987-02-21,1995-02-21
232031,Zvonko,Alpay,Senior Engineer,1995-02-21,9999-01-01
232038,Ennio,Bach,Engineer,1985-12-02,1991-12-02
232038,Ennio,Bach,Senior Engineer,1991-12-02,9999-01-01
232058,Shigeichiro,Pehl,Engineer,1988-05-10,1996-05-10
232058,Shigeichiro,Pehl,Senior Engineer,1996-05-10,9999-01-01
232062,Sham,Salinas,Staff,1997-03-17,9999-01-01
232064,Kwok,Collette,Engineer,1996-08-07,9999-01-01
232082,Kiyokazu,Copas,Engineer,1995-05-04,9999-01-01
232090,Szabolcs,Gustavson,Engineer,1986-07-21,1991-07-21
232090,Szabolcs,Gustavson,Senior Engineer,1991-07-21,1994-05-11
232107,Boutros,Baby,Engineer,1995-04-06,2001-04-05
232107,Boutros,Baby,Senior Engineer,2001-04-05,9999-01-01
232127,Jamaludin,Hanabata,Engineer,1997-02-04,9999-01-01
232156,Rafail,Cherinka,Staff,1986-04-29,1987-05-02
232180,Mabry,Lorys,Engineer,1992-10-28,1999-10-29
232180,Mabry,Lorys,Senior Engineer,1999-10-29,9999-01-01
232185,Lillian,Mandelberg,Engineer,1998-06-17,1999-03-06
232203,Shaowei,Pollock,Technique Leader,1985-04-28,9999-01-01
232204,Mamdouh,Zastre,Staff,1997-11-04,9999-01-01
232220,Zengping,Hettesheimer,Senior Engineer,1995-11-19,9999-01-01
232230,Gay,Steinauer,Senior Staff,2000-03-16,9999-01-01
232230,Gay,Steinauer,Staff,1994-03-17,2000-03-16
232238,Piyawadee,Fiutem,Engineer,1987-10-31,1994-08-09
232255,Mariangiola,Callaway,Senior Staff,1997-06-12,9999-01-01
232255,Mariangiola,Callaway,Staff,1989-06-12,1997-06-12
232278,Xiping,Tempesti,Senior Staff,1998-01-16,9999-01-01
232278,Xiping,Tempesti,Staff,1993-01-16,1998-01-16
232289,Fun,Farrag,Engineer,1996-01-28,2002-01-27
232289,Fun,Farrag,Senior Engineer,2002-01-27,9999-01-01
232291,Gila,Desikan,Technique Leader,1998-05-16,9999-01-01
232294,Arie,Klerer,Engineer,1986-05-25,1992-05-24
232294,Arie,Klerer,Senior Engineer,1992-05-24,9999-01-01
232298,Bader,Tempesti,Technique Leader,1988-03-02,9999-01-01
232333,Irene,Isaak,Engineer,1998-01-14,9999-01-01
232340,Gaetan,Marciano,Engineer,1997-06-11,9999-01-01
232348,Thanasis,Bernick,Senior Staff,1995-10-06,9999-01-01
232348,Thanasis,Bernick,Staff,1986-10-06,1995-10-06
232359,Troy,Chepyzhov,Engineer,1994-12-12,2000-12-11
232359,Troy,Chepyzhov,Senior Engineer,2000-12-11,9999-01-01
232373,Marsha,Lowrie,Senior Staff,1999-05-29,9999-01-01
232373,Marsha,Lowrie,Staff,1990-05-29,1999-05-29
232379,Hatsukazu,Fandrianto,Senior Staff,1999-06-12,9999-01-01
232379,Hatsukazu,Fandrianto,Staff,1990-06-12,1999-06-12
232413,Claude,Suri,Engineer,1990-08-02,1997-08-02
232413,Claude,Suri,Senior Engineer,1997-08-02,9999-01-01
232419,Zhonghua,Leslie,Engineer,1993-07-27,2001-07-27
232419,Zhonghua,Leslie,Senior Engineer,2001-07-27,9999-01-01
232485,Margo,Denti,Engineer,1990-04-04,1997-04-03
232485,Margo,Denti,Senior Engineer,1997-04-03,9999-01-01
232503,Goa,Camurati,Engineer,1993-11-08,1998-11-08
232503,Goa,Camurati,Senior Engineer,1998-11-08,9999-01-01
232510,Xiaobin,Hemaspaandra,Staff,1995-01-19,9999-01-01
232534,Dulce,Dulin,Staff,1998-04-27,9999-01-01
232546,Utpal,Ratzlaff,Staff,1996-01-23,2001-08-09
232559,Ramya,Vernadat,Senior Staff,1992-08-11,9999-01-01
232559,Ramya,Vernadat,Staff,1986-08-12,1992-08-11
232564,Vishu,Trachtenberg,Engineer,1988-10-26,1995-10-27
232564,Vishu,Trachtenberg,Senior Engineer,1995-10-27,9999-01-01
232590,Eldridge,Prochazka,Senior Staff,1999-08-01,9999-01-01
232590,Eldridge,Prochazka,Staff,1991-08-01,1999-08-01
232594,Wuxu,Bardell,Engineer,1989-12-26,1998-12-26
232594,Wuxu,Bardell,Senior Engineer,1998-12-26,9999-01-01
232599,Haldon,Kropf,Senior Staff,1992-05-10,9999-01-01
232613,Uwe,Butner,Senior Engineer,1999-10-23,9999-01-01
232632,Brewster,Radhakrishnan,Senior Engineer,1985-08-29,9999-01-01
232635,Yefim,Pell,Senior Engineer,1987-11-10,1994-09-12
232643,Samphel,Casperson,Assistant Engineer,1997-09-07,9999-01-01
232666,Jordanka,Litvinov,Senior Engineer,1998-12-09,2001-11-17
232690,Mikhail,Ranon,Staff,1990-01-08,1997-04-20
232691,Rutger,Brookner,Technique Leader,1987-03-02,1987-09-29
232749,Jolita,Basart,Assistant Engineer,1997-09-19,9999-01-01
232777,Valery,Lanphier,Senior Engineer,1997-01-24,9999-01-01
232791,Khedija,Haraldson,Engineer,1997-10-20,9999-01-01
232799,Berna,Erbe,Senior Staff,1997-08-05,2001-02-07
232799,Berna,Erbe,Staff,1990-08-05,1997-08-05
232801,Krassimir,Legleitner,Staff,1994-11-11,1996-07-15
232813,Chandrasekaran,Breugel,Engineer,1985-11-29,1992-11-29
232813,Chandrasekaran,Breugel,Senior Engineer,1992-11-29,9999-01-01
232818,Sreenivas,Peck,Engineer,1994-09-15,9999-01-01
232824,Yishai,Rebaine,Engineer,1997-05-02,9999-01-01
232834,Chinhyun,Poehlman,Engineer,1987-11-01,1994-11-01
232834,Chinhyun,Poehlman,Senior Engineer,1994-11-01,9999-01-01
232856,Filipp,Gulik,Engineer,1985-06-26,1991-03-25
232857,Ebbe,Swiss,Senior Staff,1992-12-03,9999-01-01
232857,Ebbe,Swiss,Staff,1987-12-04,1992-12-03
232860,Mansur,Marrakchi,Engineer,1985-05-28,1991-05-28
232860,Mansur,Marrakchi,Senior Engineer,1991-05-28,1991-12-16
232881,Youjian,Emmerich,Senior Engineer,1985-09-30,1987-01-02
232889,Oscal,Yetim,Senior Staff,1996-03-11,1998-07-23
232889,Oscal,Yetim,Staff,1989-03-11,1996-03-11
232892,Yucai,Matzat,Senior Staff,1997-12-26,9999-01-01
232892,Yucai,Matzat,Staff,1990-12-26,1997-12-26
232893,Arif,Leonhardt,Engineer,1986-06-19,1995-06-19
232893,Arif,Leonhardt,Senior Engineer,1995-06-19,9999-01-01
232922,Chinhyun,Shobatake,Staff,1996-10-27,9999-01-01
232924,Hairong,Bierman,Senior Staff,2001-06-01,9999-01-01
232924,Hairong,Bierman,Staff,1994-06-01,2001-06-01
232952,Pranjal,Einsfeld,Senior Staff,2002-03-09,9999-01-01
232952,Pranjal,Einsfeld,Staff,1993-03-09,2002-03-09
232972,Tianruo,Impagliazzo,Senior Staff,1996-02-02,9999-01-01
232972,Tianruo,Impagliazzo,Staff,1989-02-01,1996-02-02
232976,Premsyl,Narahara,Engineer,1992-12-18,1998-12-18
232976,Premsyl,Narahara,Senior Engineer,1998-12-18,9999-01-01
232979,Florian,Tagansky,Engineer,1996-01-28,9999-01-01
232985,Vivian,Curless,Senior Engineer,1997-05-04,9999-01-01
233022,Adam,Bisiani,Senior Engineer,1988-05-28,9999-01-01
233032,Qingxiang,Velardi,Engineer,1989-08-28,1996-08-28
233032,Qingxiang,Velardi,Senior Engineer,1996-08-28,9999-01-01
233040,Terresa,Weedon,Assistant Engineer,1986-01-13,1992-01-13
233040,Terresa,Weedon,Engineer,1992-01-13,1998-01-12
233040,Terresa,Weedon,Senior Engineer,1998-01-12,9999-01-01
233060,Indrajit,Serre,Staff,1997-01-29,9999-01-01
233071,LiMin,Crouzet,Engineer,1999-02-17,1999-09-03
233077,JoAnna,Georgatos,Senior Staff,1990-03-31,9999-01-01
233077,JoAnna,Georgatos,Staff,1985-03-31,1990-03-31
233079,Genta,Stranks,Senior Staff,2001-01-11,9999-01-01
233079,Genta,Stranks,Staff,1993-01-11,2001-01-11
233118,Fusako,Otillio,Engineer,1987-01-22,1994-01-22
233118,Fusako,Otillio,Senior Engineer,1994-01-22,9999-01-01
233153,Huan,Brodie,Staff,1995-12-05,1996-05-16
233171,Jinya,Moffat,Staff,1995-04-14,1995-06-24
233196,Masoud,Bottner,Staff,1993-08-30,1997-02-09
233212,Kazuhiro,Yurov,Senior Staff,1999-05-16,9999-01-01
233212,Kazuhiro,Yurov,Staff,1990-05-16,1999-05-16
233244,Sibyl,Baik,Engineer,1995-12-09,2001-09-01
233257,Mikhail,Waeselynck,Senior Staff,1985-03-29,9999-01-01
233264,Karsten,Curless,Staff,1993-02-20,1999-12-29
233272,Trygve,Teitelbaum,Senior Engineer,1989-09-25,9999-01-01
233278,Berto,Eiron,Engineer,1988-06-07,1996-06-07
233278,Berto,Eiron,Senior Engineer,1996-06-07,9999-01-01
233341,Serge,Lienhardt,Senior Staff,1993-11-13,9999-01-01
233371,Samphel,Schrift,Engineer,1996-08-24,9999-01-01
233385,Georgi,Kulisch,Engineer,1994-05-07,2001-05-07
233385,Georgi,Kulisch,Senior Engineer,2001-05-07,9999-01-01
233399,Jinpo,Plump,Engineer,1990-05-13,1998-05-13
233399,Jinpo,Plump,Senior Engineer,1998-05-13,9999-01-01
233419,Serif,Hitomi,Staff,1999-02-24,9999-01-01
233421,Djelloul,McAffer,Senior Staff,2002-05-02,9999-01-01
233421,Djelloul,McAffer,Staff,1993-05-02,2002-05-02
233434,Vivian,Kinley,Engineer,1993-12-08,1998-12-08
233434,Vivian,Kinley,Senior Engineer,1998-12-08,9999-01-01
233440,Fen,Antonakopoulos,Staff,1996-11-08,9999-01-01
233442,Mohua,Chvatal,Engineer,1994-02-21,2001-02-21
233442,Mohua,Chvatal,Senior Engineer,2001-02-21,9999-01-01
233464,Hsiangchu,Bach,Engineer,1987-07-14,1994-07-14
233464,Hsiangchu,Bach,Senior Engineer,1994-07-14,9999-01-01
233473,Ioana,Denna,Senior Staff,1999-11-02,9999-01-01
233479,Zita,Morris,Staff,1992-04-23,1993-08-03
233494,Basem,Chartres,Engineer,1985-05-27,1991-05-27
233494,Basem,Chartres,Senior Engineer,1991-05-27,9999-01-01
233524,Dines,Axelband,Technique Leader,1989-07-22,9999-01-01
233539,Sumant,Rossi,Staff,1998-02-07,9999-01-01
233541,Amalendu,Ecklund,Engineer,1987-04-10,1994-03-24
233560,Lene,Hiraishi,Technique Leader,1995-09-03,9999-01-01
233568,Goh,Socorro,Senior Engineer,1998-02-04,9999-01-01
233578,Froduald,Lorys,Assistant Engineer,1999-06-03,9999-01-01
233588,Gill,Genin,Senior Staff,1997-02-12,9999-01-01
233588,Gill,Genin,Staff,1990-02-12,1997-02-12
233590,Berna,Soloway,Senior Staff,1996-03-18,9999-01-01
233590,Berna,Soloway,Staff,1989-03-18,1996-03-18
233602,Ulf,Aloia,Senior Staff,1991-04-30,9999-01-01
233602,Ulf,Aloia,Staff,1985-04-30,1991-04-30
233610,Mabo,Litzler,Senior Staff,1987-08-08,9999-01-01
233613,Nigel,Masand,Staff,1997-04-16,9999-01-01
233647,Salvador,Thummel,Assistant Engineer,1991-08-29,1996-08-28
233647,Salvador,Thummel,Engineer,1996-08-28,2001-08-28
233647,Salvador,Thummel,Senior Engineer,2001-08-28,9999-01-01
233669,Arunachalam,Guting,Senior Staff,1997-07-30,9999-01-01
233669,Arunachalam,Guting,Staff,1991-07-31,1997-07-30
233681,Adam,Fontet,Engineer,1988-06-13,1993-06-13
233681,Adam,Fontet,Senior Engineer,1993-06-13,9999-01-01
233685,Lena,Rosin,Engineer,1989-06-12,1998-06-12
233685,Lena,Rosin,Senior Engineer,1998-06-12,9999-01-01
233701,Shen,Nollmann,Senior Staff,1994-09-28,9999-01-01
233701,Shen,Nollmann,Staff,1986-09-28,1994-09-28
233711,Parke,Simkin,Staff,1997-04-11,2000-12-27
233738,Candida,Mayerwieser,Engineer,1986-06-15,1991-06-15
233738,Candida,Mayerwieser,Senior Engineer,1991-06-15,9999-01-01
233762,Marlo,Esteva,Engineer,1998-05-16,9999-01-01
233773,Yuuichi,Farrow,Staff,1994-10-29,9999-01-01
233775,Aral,Tsukune,Assistant Engineer,1999-09-13,9999-01-01
233783,Tse,Orlowska,Assistant Engineer,1986-08-21,1992-08-20
233783,Tse,Orlowska,Engineer,1992-08-20,1998-08-20
233783,Tse,Orlowska,Senior Engineer,1998-08-20,9999-01-01
233811,Duro,Swift,Engineer,1991-08-27,1997-08-26
233811,Duro,Swift,Senior Engineer,1997-08-26,1999-12-12
233819,Tristan,Zhang,Engineer,1995-08-25,9999-01-01
233858,Irena,Nivat,Engineer,1986-07-06,1995-07-06
233858,Irena,Nivat,Senior Engineer,1995-07-06,9999-01-01
233902,Ibibia,Tokunaga,Engineer,1993-04-16,1998-04-16
233902,Ibibia,Tokunaga,Senior Engineer,1998-04-16,9999-01-01
233903,Idoia,Rosch,Engineer,1998-04-27,9999-01-01
233943,Seongbae,Theuretzbacher,Engineer,1993-07-23,1999-07-23
233943,Seongbae,Theuretzbacher,Senior Engineer,1999-07-23,9999-01-01
233958,Toney,Magliocco,Senior Engineer,1986-07-31,9999-01-01
233980,Theron,Eiron,Senior Engineer,1996-12-12,2001-07-02
233981,Angel,Francisci,Engineer,1985-11-05,1991-11-05
233981,Angel,Francisci,Senior Engineer,1991-11-05,9999-01-01
233987,Przemyslawa,Boissier,Engineer,1998-08-26,9999-01-01
233999,Felicidad,Levergood,Engineer,1999-06-06,9999-01-01
234014,Yuqun,Schoegge,Senior Staff,1994-08-03,9999-01-01
234014,Yuqun,Schoegge,Staff,1988-08-03,1994-08-03
234025,Uta,Boyle,Senior Staff,2000-01-18,9999-01-01
234025,Uta,Boyle,Staff,1995-01-18,2000-01-18
234053,Rasiah,Bazelow,Assistant Engineer,1993-10-22,1997-02-05
234058,Valter,Tiemann,Assistant Engineer,1999-07-31,9999-01-01
234066,Pranay,Haddadi,Staff,1999-04-13,9999-01-01
234084,Rance,Viele,Senior Staff,1998-02-22,9999-01-01
234084,Rance,Viele,Staff,1991-02-22,1998-02-22
234091,Vugranam,Chleq,Assistant Engineer,1994-03-07,2001-03-07
234091,Vugranam,Chleq,Engineer,2001-03-07,9999-01-01
234092,Mabry,Rusmann,Engineer,1985-06-23,1990-06-23
234092,Mabry,Rusmann,Senior Engineer,1990-06-23,9999-01-01
234100,Bezalel,Melichar,Senior Staff,1996-03-02,2000-11-26
234100,Bezalel,Melichar,Staff,1991-03-03,1996-03-02
234116,Torsten,Akiyama,Staff,1997-05-07,2000-08-08
234124,Takahito,Renear,Staff,1999-08-18,9999-01-01
234127,Vitaly,Mahnke,Engineer,1993-08-09,2000-08-09
234127,Vitaly,Mahnke,Senior Engineer,2000-08-09,9999-01-01
234131,Arumugam,Ranka,Senior Engineer,1987-03-05,9999-01-01
234140,Erez,Suermann,Senior Staff,2001-04-28,9999-01-01
234140,Erez,Suermann,Staff,1993-04-28,2001-04-28
234151,Wayne,Ozeki,Senior Staff,1989-01-16,9999-01-01
234153,Remzi,Beerel,Engineer,1987-09-22,1994-09-22
234153,Remzi,Beerel,Senior Engineer,1994-09-22,9999-01-01
234166,Isamu,Birke,Senior Staff,1995-07-03,9999-01-01
234166,Isamu,Birke,Staff,1988-07-02,1995-07-03
234169,Vitaly,Kaiserswerth,Senior Staff,2000-12-23,9999-01-01
234169,Vitaly,Kaiserswerth,Staff,1995-12-24,2000-12-23
234171,Maria,Tsukuda,Senior Engineer,1990-09-29,9999-01-01
234172,Make,Dulli,Engineer,1991-11-21,1998-11-21
234172,Make,Dulli,Senior Engineer,1998-11-21,9999-01-01
234194,Jungsoon,Pettey,Senior Staff,2001-01-23,9999-01-01
234194,Jungsoon,Pettey,Staff,1996-01-24,2001-01-23
234207,Mingsen,Riexinger,Assistant Engineer,1992-08-01,1995-07-01
234211,Rosalyn,Takkinen,Senior Staff,1996-02-03,9999-01-01
234211,Rosalyn,Takkinen,Staff,1991-02-03,1996-02-03
234247,Basem,Melski,Engineer,1998-10-08,2000-05-10
234252,Eirik,Kavraki,Senior Staff,1996-08-29,9999-01-01
234252,Eirik,Kavraki,Staff,1991-08-30,1996-08-29
234260,Howell,Curless,Technique Leader,1999-03-14,9999-01-01
234261,Cullen,Unno,Senior Staff,1998-08-03,9999-01-01
234261,Cullen,Unno,Staff,1992-08-03,1998-08-03
234291,Gen,Schaaf,Engineer,1989-09-21,1997-09-21
234291,Gen,Schaaf,Senior Engineer,1997-09-21,2001-01-07
234292,Khue,Speer,Senior Staff,2000-02-01,9999-01-01
234292,Khue,Speer,Staff,1992-02-01,2000-02-01
234295,Fai,Bruckman,Senior Staff,1999-01-09,9999-01-01
234295,Fai,Bruckman,Staff,1991-01-09,1999-01-09
234302,Filipp,Encarnacion,Staff,1988-02-05,1988-10-31
234311,Fusako,Haddadi,Senior Staff,1992-11-20,9999-01-01
234311,Fusako,Haddadi,Staff,1986-11-21,1992-11-20
234320,Danae,Bednarek,Staff,1998-03-06,9999-01-01
234329,Kshitij,Bach,Staff,1997-04-06,9999-01-01
234397,Tsz,Oskamp,Senior Staff,2000-06-26,9999-01-01
234397,Tsz,Oskamp,Staff,1991-06-27,2000-06-26
234438,Sreekrishna,Schnelling,Senior Staff,1985-06-19,9999-01-01
234489,Mohua,Zuberek,Senior Staff,1995-11-13,9999-01-01
234489,Mohua,Zuberek,Staff,1990-11-13,1995-11-13
234515,Chriss,Eastman,Senior Staff,1995-09-23,9999-01-01
234524,Fai,Yemenis,Senior Staff,1995-07-07,9999-01-01
234524,Fai,Yemenis,Staff,1987-07-07,1995-07-07
234541,Shirish,Lorin,Staff,1999-10-12,2000-01-04
234552,Saniya,Tokunaga,Senior Staff,1987-07-05,9999-01-01
234560,Oldrich,Georgatos,Staff,1999-06-10,9999-01-01
